0 0.78959 0.905826 0.0438874 0.954265 0.248271 0.867982 0.838708 0.922091 0.6534 0.550068 0.269132 0.682013 0.383552 0.901754 0.643302 0.91635 0.577013 0.00596198 0.751268 0.534517 
1 0.78959 0.759111 0.0438874 0.754712 0.248271 0.759111 0.754712 0.76279 0.754712 0.76279 0.269132 0.759111 0.594801 0.777724 0.594801 0.732921 0.732921 0.00596198 0.754137 0.76279 
2 0.758892 0.725724 0.118969 0.744213 0.124401 0.725724 0.734256 0.747694 0.728919 0.744213 0.124401 0.728919 0.734256 0.744827 0.729708 0.734256 0.744213 0.124401 0.718131 0.76279 
3 0.742222 0.725724 0.12078 0.738719 0.124401 0.738135 0.738719 0.739743 0.739391 0.739391 0.12078 0.73484 0.739391 0.739743 0.738135 0.736297 0.738719 0.124401 0.738135 0.737826 
4 0.742222 0.737121 0.12078 0.738144 0.123194 0.737809 0.738144 0.738752 0.738144 0.738752 0.123194 0.7329 0.737809 0.738759 0.738135 0.737232 0.736988 0.123194 0.737232 0.736988 
5 0.738924 0.736507 0.121584 0.736507 0.123194 0.737838 0.737838 0.738924 0.737838 0.737995 0.121584 0.736507 0.737728 0.737995 0.738924 0.737757 0.737758 0.123194 0.738098 0.737995 
6 0.73773 0.737596 0.121584 0.737781 0.123194 0.737781 0.737799 0.737781 0.73788 0.73794 0.121584 0.737809 0.737863 0.73794 0.737979 0.737734 0.737663 0.123194 0.73788 0.73794 
7 0.737844 0.737811 0.121584 0.737811 0.123194 0.737827 0.737827 0.737776 0.737811 0.737844 0.121584 0.73781 0.737827 0.737811 0.737844 0.73781 0.737796 0.123194 0.737894 0.737796 
8 0.737832 0.737817 0.121584 0.737814 0.123194 0.737829 0.737818 0.737815 0.73782 0.737832 0.121584 0.737817 0.737815 0.737815 0.737832 0.737828 0.737814 0.123194 0.737826 0.737813 
9 0.737832 0.737817 0.121584 0.737814 0.123194 0.737828 0.737818 0.737818 0.73782 0.73782 0.121584 0.737817 0.737823 0.737823 0.737828 0.73782 0.73782 0.123194 0.737823 0.737817 
10 0.737823 0.737817 0.121942 0.737822 0.122657 0.737828 0.737819 0.73782 0.73782 0.737822 0.121942 0.737817 0.737821 0.73782 0.737828 0.737819 0.737822 0.122657 0.737821 0.737819 
11 0.737824 0.737819 0.121942 0.737819 0.122657 0.737824 0.73782 0.73782 0.73782 0.737821 0.121942 0.73782 0.73782 0.737821 0.737824 0.73782 0.737822 0.122657 0.737822 0.737821 
12 0.737824 0.73782 0.121942 0.73782 0.122657 0.737821 0.737821 0.73782 0.737822 0.73782 0.121942 0.737821 0.737821 0.737821 0.737824 0.73782 0.737821 0.122657 0.737822 0.737821 
